country,City,year,month,day,AverageTemperature,AverageTemperatureUncertainty,Latitude,Longitude,continent
Libya,Sabratah,2005,3,1,16.105,0.52,32.95,12.45,Africa
Libya,Sabratah,2005,4,1,17.830000000000005,0.374,32.95,12.45,Africa
Libya,Sabratah,2005,5,1,22.162,0.249,32.95,12.45,Africa
Libya,Sabratah,2005,6,1,24.58,0.302,32.95,12.45,Africa
Libya,Sabratah,2005,7,1,28.271,0.736,32.95,12.45,Africa
Libya,Sabratah,2005,8,1,28.028,0.217,32.95,12.45,Africa
Libya,Sabratah,2005,9,1,26.628,0.133,32.95,12.45,Africa
Libya,Sabratah,2005,10,1,23.84800000000001,0.185,32.95,12.45,Africa
Libya,Sabratah,2005,11,1,18.934,0.195,32.95,12.45,Africa
Libya,Sabratah,2005,12,1,13.261,0.273,32.95,12.45,Africa
Libya,Sabratah,2006,1,1,11.553,0.31,32.95,12.45,Africa
Libya,Sabratah,2006,2,1,12.987,0.253,32.95,12.45,Africa
Libya,Sabratah,2006,3,1,16.176,0.415,32.95,12.45,Africa
Libya,Sabratah,2006,4,1,20.044,0.516,32.95,12.45,Africa
Libya,Sabratah,2006,5,1,22.703000000000003,0.488,32.95,12.45,Africa
Libya,Sabratah,2006,6,1,25.367,0.276,32.95,12.45,Africa
Libya,Sabratah,2006,7,1,27.023000000000003,0.492,32.95,12.45,Africa
Libya,Sabratah,2006,8,1,28.846,0.317,32.95,12.45,Africa
Libya,Sabratah,2006,9,1,26.142,0.317,32.95,12.45,Africa
Libya,Sabratah,2006,10,1,23.664,0.204,32.95,12.45,Africa
Libya,Sabratah,2006,11,1,18.353,0.175,32.95,12.45,Africa
Libya,Sabratah,2006,12,1,14.839,0.256,32.95,12.45,Africa
Libya,Sabratah,2007,1,1,14.72,0.5429999999999999,32.95,12.45,Africa
Libya,Sabratah,2007,2,1,15.113,0.257,32.95,12.45,Africa
Libya,Sabratah,2007,3,1,15.611,0.213,32.95,12.45,Africa
Libya,Sabratah,2007,4,1,18.599,0.22,32.95,12.45,Africa
Libya,Sabratah,2007,5,1,21.813,0.3279999999999999,32.95,12.45,Africa
Libya,Sabratah,2007,6,1,26.69,0.315,32.95,12.45,Africa
Libya,Sabratah,2007,7,1,25.976,0.565,32.95,12.45,Africa
Libya,Sabratah,2007,8,1,28.369,0.161,32.95,12.45,Africa
Libya,Sabratah,2007,9,1,26.779,0.301,32.95,12.45,Africa
Libya,Sabratah,2007,10,1,22.879,0.618,32.95,12.45,Africa
Libya,Sabratah,2007,11,1,18.181,0.283,32.95,12.45,Africa
Libya,Sabratah,2007,12,1,13.438,0.427,32.95,12.45,Africa
Libya,Sabratah,2008,1,1,12.892,0.265,32.95,12.45,Africa
Libya,Sabratah,2008,2,1,12.989,0.309,32.95,12.45,Africa
Libya,Sabratah,2008,3,1,16.436,0.3779999999999999,32.95,12.45,Africa
Libya,Sabratah,2008,4,1,19.367,0.2289999999999999,32.95,12.45,Africa
Libya,Sabratah,2008,5,1,23.055,0.3429999999999999,32.95,12.45,Africa
Libya,Sabratah,2008,6,1,24.28,0.431,32.95,12.45,Africa
Libya,Sabratah,2008,7,1,27.903,0.21,32.95,12.45,Africa
Libya,Sabratah,2008,8,1,27.727,0.3879999999999999,32.95,12.45,Africa
Libya,Sabratah,2008,9,1,27.358,0.373,32.95,12.45,Africa
Libya,Sabratah,2008,10,1,23.699,0.176,32.95,12.45,Africa
Libya,Sabratah,2008,11,1,18.522,0.159,32.95,12.45,Africa
Libya,Sabratah,2008,12,1,13.148,0.467,32.95,12.45,Africa
Libya,Sabratah,2009,1,1,13.804,0.392,32.95,12.45,Africa
Libya,Sabratah,2009,2,1,13.218,0.303,32.95,12.45,Africa
Libya,Sabratah,2009,3,1,15.696,0.132,32.95,12.45,Africa
Libya,Sabratah,2009,4,1,17.86,0.423,32.95,12.45,Africa
Libya,Sabratah,2009,5,1,21.112,0.287,32.95,12.45,Africa
Libya,Sabratah,2009,6,1,25.13000000000001,0.3279999999999999,32.95,12.45,Africa
Libya,Sabratah,2009,7,1,27.511,0.349,32.95,12.45,Africa
Libya,Sabratah,2009,8,1,28.619,0.309,32.95,12.45,Africa
Libya,Sabratah,2009,9,1,26.541,0.305,32.95,12.45,Africa
Libya,Sabratah,2009,10,1,22.213,0.336,32.95,12.45,Africa
Libya,Sabratah,2009,11,1,18.09,0.4589999999999999,32.95,12.45,Africa
Libya,Sabratah,2009,12,1,16.65,0.495,32.95,12.45,Africa
Libya,Sabratah,2010,1,1,14.515,0.569,32.95,12.45,Africa
Libya,Sabratah,2010,2,1,17.114,0.57,32.95,12.45,Africa
Libya,Sabratah,2010,3,1,17.866,0.295,32.95,12.45,Africa
Libya,Sabratah,2010,4,1,18.303,1.167,32.95,12.45,Africa
Libya,Sabratah,2010,5,1,21.993,0.409,32.95,12.45,Africa
Libya,Sabratah,2010,6,1,25.131,0.863,32.95,12.45,Africa
Libya,Sabratah,2010,7,1,27.035,0.317,32.95,12.45,Africa
Libya,Sabratah,2010,8,1,27.848000000000003,0.26,32.95,12.45,Africa
Libya,Sabratah,2010,9,1,26.142,0.4529999999999999,32.95,12.45,Africa
Libya,Sabratah,2010,10,1,22.861,0.147,32.95,12.45,Africa
Libya,Sabratah,2010,11,1,19.5,0.346,32.95,12.45,Africa
Libya,Sabratah,2010,12,1,15.674,0.625,32.95,12.45,Africa
Libya,Sabratah,2011,1,1,14.101,0.584,32.95,12.45,Africa
Libya,Sabratah,2011,2,1,13.314,0.362,32.95,12.45,Africa
Libya,Sabratah,2011,3,1,15.692,0.395,32.95,12.45,Africa
Libya,Sabratah,2011,4,1,18.913,0.251,32.95,12.45,Africa
Libya,Sabratah,2011,5,1,20.464,1.115,32.95,12.45,Africa
Libya,Sabratah,2011,6,1,23.883000000000006,0.635,32.95,12.45,Africa
Libya,Sabratah,2011,7,1,27.118,0.36,32.95,12.45,Africa
Libya,Sabratah,2011,8,1,27.64,0.228,32.95,12.45,Africa
Libya,Sabratah,2011,9,1,27.305,0.292,32.95,12.45,Africa
Libya,Sabratah,2011,10,1,21.709,0.233,32.95,12.45,Africa
Libya,Sabratah,2011,11,1,18.997,0.317,32.95,12.45,Africa
Libya,Sabratah,2011,12,1,14.345999999999998,0.433,32.95,12.45,Africa
Libya,Sabratah,2012,1,1,12.369000000000002,0.386,32.95,12.45,Africa
Libya,Sabratah,2012,2,1,11.158,0.308,32.95,12.45,Africa
Libya,Sabratah,2012,3,1,14.635,0.302,32.95,12.45,Africa
Libya,Sabratah,2012,4,1,19.457,0.254,32.95,12.45,Africa
Libya,Sabratah,2012,5,1,21.483,0.539,32.95,12.45,Africa
Libya,Sabratah,2012,6,1,26.065,0.461,32.95,12.45,Africa
Libya,Sabratah,2012,7,1,28.37,0.7290000000000001,32.95,12.45,Africa
Libya,Sabratah,2012,8,1,28.845,1.024,32.95,12.45,Africa
Libya,Sabratah,2012,9,1,27.248,0.5539999999999999,32.95,12.45,Africa
Libya,Sabratah,2012,10,1,25.19400000000001,0.412,32.95,12.45,Africa
Libya,Sabratah,2012,11,1,20.637,0.408,32.95,12.45,Africa
Libya,Sabratah,2012,12,1,14.235,0.5479999999999999,32.95,12.45,Africa
Libya,Sabratah,2013,1,1,13.598,0.322,32.95,12.45,Africa
Libya,Sabratah,2013,2,1,13.101,0.272,32.95,12.45,Africa
Libya,Sabratah,2013,3,1,17.533,1.122,32.95,12.45,Africa
Libya,Sabratah,2013,4,1,19.441,1.123,32.95,12.45,Africa
Libya,Sabratah,2013,5,1,22.982,0.358,32.95,12.45,Africa
Libya,Sabratah,2013,6,1,24.638,1.098,32.95,12.45,Africa
Libya,Sabratah,2013,7,1,27.207,1.045,32.95,12.45,Africa
Libya,Sabratah,2013,8,1,27.778,1.288,32.95,12.45,Africa
Libya,Sabratah,2013,9,1,,,32.95,12.45,Africa
Tunisia,Safaqis,2000,1,1,11.99,0.365,34.56,11.68,Africa
Tunisia,Safaqis,2000,2,1,13.428,0.266,34.56,11.68,Africa
Tunisia,Safaqis,2000,3,1,15.701,0.337,34.56,11.68,Africa
Tunisia,Safaqis,2000,4,1,18.467,0.2319999999999999,34.56,11.68,Africa
Tunisia,Safaqis,2000,5,1,21.81900000000001,0.355,34.56,11.68,Africa
Tunisia,Safaqis,2000,6,1,23.325000000000006,0.555,34.56,11.68,Africa
Tunisia,Safaqis,2000,7,1,26.11,0.455,34.56,11.68,Africa
Tunisia,Safaqis,2000,8,1,27.307,0.4029999999999999,34.56,11.68,Africa
Tunisia,Safaqis,2000,9,1,26.092,0.235,34.56,11.68,Africa
Tunisia,Safaqis,2000,10,1,22.433000000000003,0.22,34.56,11.68,Africa
Tunisia,Safaqis,2000,11,1,19.593,0.149,34.56,11.68,Africa
Tunisia,Safaqis,2000,12,1,16.363,0.208,34.56,11.68,Africa
Tunisia,Safaqis,2001,1,1,14.708,0.1969999999999999,34.56,11.68,Africa
Tunisia,Safaqis,2001,2,1,14.1,0.216,34.56,11.68,Africa
Tunisia,Safaqis,2001,3,1,18.419,0.429,34.56,11.68,Africa
Tunisia,Safaqis,2001,4,1,17.063,0.4039999999999999,34.56,11.68,Africa
Tunisia,Safaqis,2001,5,1,21.011000000000006,0.178,34.56,11.68,Africa
Tunisia,Safaqis,2001,6,1,23.6,0.342,34.56,11.68,Africa
Tunisia,Safaqis,2001,7,1,26.57,0.282,34.56,11.68,Africa
Tunisia,Safaqis,2001,8,1,27.135,0.477,34.56,11.68,Africa
Tunisia,Safaqis,2001,9,1,26.296,0.34,34.56,11.68,Africa
Tunisia,Safaqis,2001,10,1,24.93,0.151,34.56,11.68,Africa
Tunisia,Safaqis,2001,11,1,19.44,0.225,34.56,11.68,Africa
Tunisia,Safaqis,2001,12,1,14.025,0.16,34.56,11.68,Africa
Tunisia,Safaqis,2002,1,1,12.755,0.21,34.56,11.68,Africa
Tunisia,Safaqis,2002,2,1,14.598,0.307,34.56,11.68,Africa
Tunisia,Safaqis,2002,3,1,16.618000000000002,0.206,34.56,11.68,Africa
Tunisia,Safaqis,2002,4,1,17.612000000000002,0.235,34.56,11.68,Africa
Tunisia,Safaqis,2002,5,1,20.498,0.298,34.56,11.68,Africa
Tunisia,Safaqis,2002,6,1,23.943,0.258,34.56,11.68,Africa
Tunisia,Safaqis,2002,7,1,26.411,0.483,34.56,11.68,Africa
Tunisia,Safaqis,2002,8,1,27.10100000000001,0.147,34.56,11.68,Africa
Tunisia,Safaqis,2002,9,1,25.73,0.122,34.56,11.68,Africa
Tunisia,Safaqis,2002,10,1,22.952,0.345,34.56,11.68,Africa
Tunisia,Safaqis,2002,11,1,19.38,0.273,34.56,11.68,Africa
Tunisia,Safaqis,2002,12,1,15.439,0.198,34.56,11.68,Africa
Tunisia,Safaqis,2003,1,1,14.121,0.3929999999999999,34.56,11.68,Africa
Tunisia,Safaqis,2003,2,1,12.151,0.34,34.56,11.68,Africa
Tunisia,Safaqis,2003,3,1,13.967,0.1989999999999999,34.56,11.68,Africa
Tunisia,Safaqis,2003,4,1,16.772000000000002,0.4679999999999999,34.56,11.68,Africa
Tunisia,Safaqis,2003,5,1,20.84800000000001,0.281,34.56,11.68,Africa
Tunisia,Safaqis,2003,6,1,25.21,0.495,34.56,11.68,Africa
Tunisia,Safaqis,2003,7,1,28.563,0.359,34.56,11.68,Africa
Tunisia,Safaqis,2003,8,1,28.651,0.282,34.56,11.68,Africa
Tunisia,Safaqis,2003,9,1,26.149,0.385,34.56,11.68,Africa
Tunisia,Safaqis,2003,10,1,24.874,0.518,34.56,11.68,Africa
Tunisia,Safaqis,2003,11,1,19.713,0.4379999999999999,34.56,11.68,Africa
Tunisia,Safaqis,2003,12,1,14.219,0.416,34.56,11.68,Africa
Tunisia,Safaqis,2004,1,1,13.412,0.376,34.56,11.68,Africa
Tunisia,Safaqis,2004,2,1,14.549,0.347,34.56,11.68,Africa
Tunisia,Safaqis,2004,3,1,15.03,0.3,34.56,11.68,Africa
Tunisia,Safaqis,2004,4,1,17.348,0.33,34.56,11.68,Africa
Tunisia,Safaqis,2004,5,1,19.127,0.336,34.56,11.68,Africa
Tunisia,Safaqis,2004,6,1,23.22,0.591,34.56,11.68,Africa
Tunisia,Safaqis,2004,7,1,25.628,0.367,34.56,11.68,Africa
Tunisia,Safaqis,2004,8,1,27.609,0.181,34.56,11.68,Africa
Tunisia,Safaqis,2004,9,1,25.144,0.196,34.56,11.68,Africa
Tunisia,Safaqis,2004,10,1,24.623,0.357,34.56,11.68,Africa
Tunisia,Safaqis,2004,11,1,18.161,0.3289999999999999,34.56,11.68,Africa
Tunisia,Safaqis,2004,12,1,15.492,0.445,34.56,11.68,Africa
Tunisia,Safaqis,2005,1,1,12.145,0.42,34.56,11.68,Africa
Tunisia,Safaqis,2005,2,1,11.799,0.578,34.56,11.68,Africa
Tunisia,Safaqis,2005,3,1,15.015999999999998,0.392,34.56,11.68,Africa
Tunisia,Safaqis,2005,4,1,16.9,0.173,34.56,11.68,Africa
Tunisia,Safaqis,2005,5,1,21.059,0.204,34.56,11.68,Africa
Tunisia,Safaqis,2005,6,1,23.742,0.351,34.56,11.68,Africa
Tunisia,Safaqis,2005,7,1,26.907,0.424,34.56,11.68,Africa
Tunisia,Safaqis,2005,8,1,26.857,0.226,34.56,11.68,Africa
Tunisia,Safaqis,2005,9,1,25.862,0.091,34.56,11.68,Africa
Tunisia,Safaqis,2005,10,1,23.62,0.209,34.56,11.68,Africa
Tunisia,Safaqis,2005,11,1,19.329,0.2769999999999999,34.56,11.68,Africa
Tunisia,Safaqis,2005,12,1,13.815,0.31,34.56,11.68,Africa
Tunisia,Safaqis,2006,1,1,12.189,0.358,34.56,11.68,Africa
Tunisia,Safaqis,2006,2,1,13.157,0.386,34.56,11.68,Africa
Tunisia,Safaqis,2006,3,1,15.517,0.254,34.56,11.68,Africa
Tunisia,Safaqis,2006,4,1,18.734,0.395,34.56,11.68,Africa
Tunisia,Safaqis,2006,5,1,21.767000000000003,0.351,34.56,11.68,Africa
Tunisia,Safaqis,2006,6,1,24.224,0.585,34.56,11.68,Africa
Tunisia,Safaqis,2006,7,1,26.604,0.608,34.56,11.68,Africa
Tunisia,Safaqis,2006,8,1,27.632,0.489,34.56,11.68,Africa
Tunisia,Safaqis,2006,9,1,25.47,0.3989999999999999,34.56,11.68,Africa
Tunisia,Safaqis,2006,10,1,23.764,0.222,34.56,11.68,Africa
Tunisia,Safaqis,2006,11,1,19.132,0.1689999999999999,34.56,11.68,Africa
Tunisia,Safaqis,2006,12,1,15.674,0.371,34.56,11.68,Africa
Tunisia,Safaqis,2007,1,1,15.23,0.2769999999999999,34.56,11.68,Africa
Tunisia,Safaqis,2007,2,1,15.254,0.276,34.56,11.68,Africa
Tunisia,Safaqis,2007,3,1,15.194,0.1889999999999999,34.56,11.68,Africa
Tunisia,Safaqis,2007,4,1,17.266,0.273,34.56,11.68,Africa
Tunisia,Safaqis,2007,5,1,20.979000000000006,0.3329999999999999,34.56,11.68,Africa
Tunisia,Safaqis,2007,6,1,24.923,0.235,34.56,11.68,Africa
Tunisia,Safaqis,2007,7,1,25.697,0.3939999999999999,34.56,11.68,Africa
Tunisia,Safaqis,2007,8,1,27.761000000000006,0.18,34.56,11.68,Africa
Tunisia,Safaqis,2007,9,1,26.121,0.216,34.56,11.68,Africa
Tunisia,Safaqis,2007,10,1,22.703000000000003,0.28,34.56,11.68,Africa
Tunisia,Safaqis,2007,11,1,18.157,0.262,34.56,11.68,Africa
Tunisia,Safaqis,2007,12,1,14.353,0.445,34.56,11.68,Africa
Tunisia,Safaqis,2008,1,1,13.995,0.367,34.56,11.68,Africa
Tunisia,Safaqis,2008,2,1,13.604,0.2319999999999999,34.56,11.68,Africa
Tunisia,Safaqis,2008,3,1,15.72,0.303,34.56,11.68,Africa
Tunisia,Safaqis,2008,4,1,18.184,0.246,34.56,11.68,Africa
Tunisia,Safaqis,2008,5,1,21.314,0.244,34.56,11.68,Africa
Tunisia,Safaqis,2008,6,1,23.281,0.423,34.56,11.68,Africa
Tunisia,Safaqis,2008,7,1,26.957,0.235,34.56,11.68,Africa
Tunisia,Safaqis,2008,8,1,27.403,0.418,34.56,11.68,Africa
Tunisia,Safaqis,2008,9,1,26.661,0.296,34.56,11.68,Africa
Tunisia,Safaqis,2008,10,1,23.444000000000003,0.209,34.56,11.68,Africa
Tunisia,Safaqis,2008,11,1,18.701,0.131,34.56,11.68,Africa
Tunisia,Safaqis,2008,12,1,14.212,0.265,34.56,11.68,Africa
Tunisia,Safaqis,2009,1,1,14.171,0.346,34.56,11.68,Africa
Tunisia,Safaqis,2009,2,1,13.052,0.325,34.56,11.68,Africa
Tunisia,Safaqis,2009,3,1,15.035,0.141,34.56,11.68,Africa
Tunisia,Safaqis,2009,4,1,16.788999999999998,0.3879999999999999,34.56,11.68,Africa
Tunisia,Safaqis,2009,5,1,20.428,0.283,34.56,11.68,Africa
Tunisia,Safaqis,2009,6,1,23.981,0.294,34.56,11.68,Africa
Tunisia,Safaqis,2009,7,1,26.947,0.307,34.56,11.68,Africa
Tunisia,Safaqis,2009,8,1,28.329,0.369,34.56,11.68,Africa
Tunisia,Safaqis,2009,9,1,25.823,0.226,34.56,11.68,Africa
Tunisia,Safaqis,2009,10,1,22.06,0.18,34.56,11.68,Africa
Tunisia,Safaqis,2009,11,1,18.613,0.462,34.56,11.68,Africa
Tunisia,Safaqis,2009,12,1,16.91,0.499,34.56,11.68,Africa
Tunisia,Safaqis,2010,1,1,14.828,0.379,34.56,11.68,Africa
Tunisia,Safaqis,2010,2,1,16.131,0.42,34.56,11.68,Africa
Tunisia,Safaqis,2010,3,1,16.641000000000002,0.1969999999999999,34.56,11.68,Africa
Tunisia,Safaqis,2010,4,1,17.863999999999994,0.41,34.56,11.68,Africa
Tunisia,Safaqis,2010,5,1,20.56,0.44,34.56,11.68,Africa
Tunisia,Safaqis,2010,6,1,23.35100000000001,0.425,34.56,11.68,Africa
Tunisia,Safaqis,2010,7,1,26.443,0.3939999999999999,34.56,11.68,Africa
Tunisia,Safaqis,2010,8,1,27.39,0.28,34.56,11.68,Africa
Tunisia,Safaqis,2010,9,1,25.72,0.283,34.56,11.68,Africa
Tunisia,Safaqis,2010,10,1,22.751,0.192,34.56,11.68,Africa
Tunisia,Safaqis,2010,11,1,19.21,0.3989999999999999,34.56,11.68,Africa
Tunisia,Safaqis,2010,12,1,15.713,0.4429999999999999,34.56,11.68,Africa
Tunisia,Safaqis,2011,1,1,14.347,0.412,34.56,11.68,Africa
Tunisia,Safaqis,2011,2,1,13.269,0.252,34.56,11.68,Africa
Tunisia,Safaqis,2011,3,1,14.946,0.263,34.56,11.68,Africa
Tunisia,Safaqis,2011,4,1,18.078,0.266,34.56,11.68,Africa
Tunisia,Safaqis,2011,5,1,19.705,0.589,34.56,11.68,Africa
Tunisia,Safaqis,2011,6,1,22.89,0.4379999999999999,34.56,11.68,Africa
Tunisia,Safaqis,2011,7,1,26.384,0.326,34.56,11.68,Africa
Tunisia,Safaqis,2011,8,1,27.023000000000003,0.3,34.56,11.68,Africa
Tunisia,Safaqis,2011,9,1,26.721,0.349,34.56,11.68,Africa
Tunisia,Safaqis,2011,10,1,21.79,0.2739999999999999,34.56,11.68,Africa
Tunisia,Safaqis,2011,11,1,19.371,0.43,34.56,11.68,Africa
Tunisia,Safaqis,2011,12,1,15.223999999999998,0.3829999999999999,34.56,11.68,Africa
Tunisia,Safaqis,2012,1,1,13.338,0.389,34.56,11.68,Africa
Tunisia,Safaqis,2012,2,1,11.284,0.198,34.56,11.68,Africa
Tunisia,Safaqis,2012,3,1,14.511,0.186,34.56,11.68,Africa
Tunisia,Safaqis,2012,4,1,17.912999999999997,0.245,34.56,11.68,Africa
Tunisia,Safaqis,2012,5,1,20.386000000000006,0.479,34.56,11.68,Africa
Tunisia,Safaqis,2012,6,1,24.905,0.7290000000000001,34.56,11.68,Africa
Tunisia,Safaqis,2012,7,1,27.629,0.6659999999999999,34.56,11.68,Africa
Tunisia,Safaqis,2012,8,1,28.663,0.7040000000000001,34.56,11.68,Africa
Tunisia,Safaqis,2012,9,1,26.72,0.517,34.56,11.68,Africa
Tunisia,Safaqis,2012,10,1,24.759,0.324,34.56,11.68,Africa
Tunisia,Safaqis,2012,11,1,20.811,0.408,34.56,11.68,Africa
Tunisia,Safaqis,2012,12,1,15.102,0.499,34.56,11.68,Africa
Tunisia,Safaqis,2013,1,1,14.372,0.358,34.56,11.68,Africa
Tunisia,Safaqis,2013,2,1,13.046,0.421,34.56,11.68,Africa
Tunisia,Safaqis,2013,3,1,16.75,0.76,34.56,11.68,Africa
Tunisia,Safaqis,2013,4,1,18.262,0.981,34.56,11.68,Africa
Tunisia,Safaqis,2013,5,1,21.095,0.327,34.56,11.68,Africa
Tunisia,Safaqis,2013,6,1,23.034,1.171,34.56,11.68,Africa
Tunisia,Safaqis,2013,7,1,26.288,0.991,34.56,11.68,Africa
Tunisia,Safaqis,2013,8,1,27.235,1.163,34.56,11.68,Africa
Tunisia,Safaqis,2013,9,1,,,34.56,11.68,Africa
France,Saint Étienne,2000,1,1,0.833,0.16,45.81,3.46,Europe
France,Saint Étienne,2000,2,1,4.612,0.215,45.81,3.46,Europe
France,Saint Étienne,2000,3,1,5.402,0.244,45.81,3.46,Europe
France,Saint Étienne,2000,4,1,8.41,0.246,45.81,3.46,Europe
France,Saint Étienne,2000,5,1,13.904000000000002,0.387,45.81,3.46,Europe
France,Saint Étienne,2000,6,1,16.956,0.25,45.81,3.46,Europe
France,Saint Étienne,2000,7,1,16.130000000000006,0.262,45.81,3.46,Europe
France,Saint Étienne,2000,8,1,18.71,0.288,45.81,3.46,Europe
France,Saint Étienne,2000,9,1,15.222,0.239,45.81,3.46,Europe
France,Saint Étienne,2000,10,1,10.133,0.179,45.81,3.46,Europe
France,Saint Étienne,2000,11,1,6.7810000000000015,0.23,45.81,3.46,Europe
France,Saint Étienne,2000,12,1,5.678999999999999,0.266,45.81,3.46,Europe
France,Saint Étienne,2001,1,1,3.885,0.213,45.81,3.46,Europe
France,Saint Étienne,2001,2,1,3.4720000000000004,0.284,45.81,3.46,Europe
France,Saint Étienne,2001,3,1,8.232000000000001,0.138,45.81,3.46,Europe
France,Saint Étienne,2001,4,1,6.799,0.255,45.81,3.46,Europe
France,Saint Étienne,2001,5,1,13.557,0.341,45.81,3.46,Europe
France,Saint Étienne,2001,6,1,15.456,0.308,45.81,3.46,Europe
France,Saint Étienne,2001,7,1,18.174,0.251,45.81,3.46,Europe
France,Saint Étienne,2001,8,1,18.809,0.127,45.81,3.46,Europe
France,Saint Étienne,2001,9,1,12.123,0.321,45.81,3.46,Europe
France,Saint Étienne,2001,10,1,13.163,0.2,45.81,3.46,Europe
France,Saint Étienne,2001,11,1,2.8480000000000003,0.288,45.81,3.46,Europe
France,Saint Étienne,2001,12,1,-0.7750000000000001,0.218,45.81,3.46,Europe
France,Saint Étienne,2002,1,1,2.307,0.246,45.81,3.46,Europe
France,Saint Étienne,2002,2,1,5.506,0.278,45.81,3.46,Europe
France,Saint Étienne,2002,3,1,7.0600000000000005,0.223,45.81,3.46,Europe
France,Saint Étienne,2002,4,1,8.6,0.156,45.81,3.46,Europe
France,Saint Étienne,2002,5,1,11.488,0.335,45.81,3.46,Europe
France,Saint Étienne,2002,6,1,17.479,0.193,45.81,3.46,Europe
France,Saint Étienne,2002,7,1,17.287000000000006,0.187,45.81,3.46,Europe
France,Saint Étienne,2002,8,1,16.869,0.316,45.81,3.46,Europe
France,Saint Étienne,2002,9,1,13.045,0.278,45.81,3.46,Europe
France,Saint Étienne,2002,10,1,10.36,0.261,45.81,3.46,Europe
France,Saint Étienne,2002,11,1,7.402,0.209,45.81,3.46,Europe
France,Saint Étienne,2002,12,1,5.038,0.253,45.81,3.46,Europe
France,Saint Étienne,2003,1,1,0.124,0.242,45.81,3.46,Europe
France,Saint Étienne,2003,2,1,1.1030000000000002,0.2319999999999999,45.81,3.46,Europe
France,Saint Étienne,2003,3,1,7.183999999999998,0.209,45.81,3.46,Europe
France,Saint Étienne,2003,4,1,9.291,0.251,45.81,3.46,Europe
France,Saint Étienne,2003,5,1,13.534,0.287,45.81,3.46,Europe
France,Saint Étienne,2003,6,1,21.165,0.357,45.81,3.46,Europe
France,Saint Étienne,2003,7,1,19.977,0.303,45.81,3.46,Europe
France,Saint Étienne,2003,8,1,22.795,0.341,45.81,3.46,Europe
France,Saint Étienne,2003,9,1,14.499,0.347,45.81,3.46,Europe
France,Saint Étienne,2003,10,1,8.379,0.405,45.81,3.46,Europe
France,Saint Étienne,2003,11,1,6.612,0.275,45.81,3.46,Europe
France,Saint Étienne,2003,12,1,2.425,0.217,45.81,3.46,Europe
France,Saint Étienne,2004,1,1,2.33,0.3289999999999999,45.81,3.46,Europe
France,Saint Étienne,2004,2,1,2.256,0.185,45.81,3.46,Europe
France,Saint Étienne,2004,3,1,4.501,0.253,45.81,3.46,Europe
France,Saint Étienne,2004,4,1,7.801,0.1989999999999999,45.81,3.46,Europe
France,Saint Étienne,2004,5,1,11.545,0.235,45.81,3.46,Europe
France,Saint Étienne,2004,6,1,17.064,0.296,45.81,3.46,Europe
France,Saint Étienne,2004,7,1,17.855999999999998,0.209,45.81,3.46,Europe
France,Saint Étienne,2004,8,1,18.118,0.321,45.81,3.46,Europe
France,Saint Étienne,2004,9,1,15.232,0.1669999999999999,45.81,3.46,Europe
France,Saint Étienne,2004,10,1,12.132,0.422,45.81,3.46,Europe
France,Saint Étienne,2004,11,1,4.4750000000000005,0.1639999999999999,45.81,3.46,Europe
France,Saint Étienne,2004,12,1,1.649,0.156,45.81,3.46,Europe
France,Saint Étienne,2005,1,1,1.411,0.247,45.81,3.46,Europe
France,Saint Étienne,2005,2,1,-0.4469999999999996,0.239,45.81,3.46,Europe
France,Saint Étienne,2005,3,1,5.2860000000000005,0.285,45.81,3.46,Europe
France,Saint Étienne,2005,4,1,8.639,0.212,45.81,3.46,Europe
France,Saint Étienne,2005,5,1,13.185,0.1989999999999999,45.81,3.46,Europe
France,Saint Étienne,2005,6,1,18.299,0.102,45.81,3.46,Europe
France,Saint Étienne,2005,7,1,18.907,0.183,45.81,3.46,Europe
France,Saint Étienne,2005,8,1,16.91,0.139,45.81,3.46,Europe
France,Saint Étienne,2005,9,1,15.086,0.178,45.81,3.46,Europe
France,Saint Étienne,2005,10,1,13.054,0.332,45.81,3.46,Europe
France,Saint Étienne,2005,11,1,4.009,0.2,45.81,3.46,Europe
France,Saint Étienne,2005,12,1,-0.26,0.185,45.81,3.46,Europe
France,Saint Étienne,2006,1,1,0.407,0.351,45.81,3.46,Europe
France,Saint Étienne,2006,2,1,0.8180000000000003,0.206,45.81,3.46,Europe
France,Saint Étienne,2006,3,1,5.252999999999999,0.27,45.81,3.46,Europe
France,Saint Étienne,2006,4,1,8.556000000000001,0.291,45.81,3.46,Europe
France,Saint Étienne,2006,5,1,12.729,0.34,45.81,3.46,Europe
France,Saint Étienne,2006,6,1,17.811999999999994,0.222,45.81,3.46,Europe
France,Saint Étienne,2006,7,1,22.09,0.295,45.81,3.46,Europe
France,Saint Étienne,2006,8,1,15.646,0.207,45.81,3.46,Europe
France,Saint Étienne,2006,9,1,17.145,0.163,45.81,3.46,Europe
France,Saint Étienne,2006,10,1,13.411,0.128,45.81,3.46,Europe
France,Saint Étienne,2006,11,1,7.584,0.214,45.81,3.46,Europe
France,Saint Étienne,2006,12,1,2.322,0.235,45.81,3.46,Europe
France,Saint Étienne,2007,1,1,3.962,0.216,45.81,3.46,Europe
France,Saint Étienne,2007,2,1,5.664,0.239,45.81,3.46,Europe
France,Saint Étienne,2007,3,1,5.634,0.1939999999999999,45.81,3.46,Europe
France,Saint Étienne,2007,4,1,12.172,0.235,45.81,3.46,Europe
